date,state_name,temperature,humidity,pressure,wind_speed
2009-01-01,Andhra Pradesh,23.8,72,1007.7,5.9
2009-01-02,Andhra Pradesh,24.2,72,1008.9,7.0
2009-01-03,Andhra Pradesh,23.6,74,1009.6,7.3
2009-01-04,Andhra Pradesh,24.1,73,1008.4,5.9
2009-01-05,Andhra Pradesh,23.9,75,1006.7,6.8
2009-01-06,Andhra Pradesh,23.2,73,1006.8,8.2
2009-01-07,Andhra Pradesh,23.0,72,1008.7,9.5
2009-01-08,Andhra Pradesh,23.8,67,1010.5,10.3
2009-01-09,Andhra Pradesh,24.1,67,1011.1,10.2
2009-01-10,Andhra Pradesh,24.3,69,1010.8,9.0
2009-01-11,Andhra Pradesh,24.1,72,1010.8,8.6
2009-01-12,Andhra Pradesh,23.9,71,1012.4,8.2
2009-01-13,Andhra Pradesh,23.8,72,1013.1,10.4
2009-01-14,Andhra Pradesh,23.8,72,1013.1,10.6
2009-01-15,Andhra Pradesh,24.1,68,1012.7,10.2
2009-01-16,Andhra Pradesh,23.8,70,1012.3,7.5
2009-01-17,Andhra Pradesh,24.1,72,1010.5,7.1
2009-01-18,Andhra Pradesh,24.0,72,1009.6,6.2
2009-01-19,Andhra Pradesh,24.3,71,1008.6,5.9
2009-01-20,Andhra Pradesh,24.5,71,1008.7,5.3
2009-01-21,Andhra Pradesh,24.8,70,1008.2,5.6
2009-01-22,Andhra Pradesh,25.2,69,1006.9,5.5
2009-01-23,Andhra Pradesh,25.2,71,1005.8,5.5
2009-01-24,Andhra Pradesh,25.0,71,1006.1,6.4
2009-01-25,Andhra Pradesh,24.8,71,1006.8,5.9
2009-01-26,Andhra Pradesh,24.4,72,1007.1,6.1
2009-01-27,Andhra Pradesh,24.4,69,1007.1,5.5
2009-01-28,Andhra Pradesh,24.0,71,1006.7,5.8
2009-01-29,Andhra Pradesh,24.3,69,1006.9,5.5
2009-01-30,Andhra Pradesh,25.2,70,1007.1,6.0
2009-01-31,Andhra Pradesh,25.8,71,1006.4,6.5
2009-02-01,Andhra Pradesh,26.1,69,1007.2,8.0
2009-02-02,Andhra Pradesh,26.1,71,1007.7,7.9
2009-02-03,Andhra Pradesh,26.0,73,1007.5,8.0
2009-02-04,Andhra Pradesh,26.3,71,1008.0,8.3
2009-02-05,Andhra Pradesh,26.1,73,1007.9,8.9
2009-02-06,Andhra Pradesh,26.4,70,1007.7,6.9
2009-02-07,Andhra Pradesh,26.6,67,1007.2,7.0
2009-02-08,Andhra Pradesh,26.5,66,1008.8,7.0
2009-02-09,Andhra Pradesh,26.0,67,1009.0,7.6
2009-02-10,Andhra Pradesh,25.8,66,1007.8,7.6
2009-02-11,Andhra Pradesh,25.8,64,1006.5,7.1
2009-02-12,Andhra Pradesh,26.8,61,1005.6,5.2
2009-02-13,Andhra Pradesh,27.1,63,1004.7,5.2
2009-02-14,Andhra Pradesh,27.2,67,1004.9,6.9
2009-02-15,Andhra Pradesh,27.2,67,1004.7,6.5
2009-02-16,Andhra Pradesh,26.2,68,1006.5,9.0
2009-02-17,Andhra Pradesh,26.4,65,1007.3,7.5
2009-02-18,Andhra Pradesh,26.9,63,1005.7,5.6
2009-02-19,Andhra Pradesh,26.9,62,1004.7,7.7
2009-02-20,Andhra Pradesh,26.5,65,1007.2,8.3
2009-02-21,Andhra Pradesh,26.9,62,1006.6,5.9
2009-02-22,Andhra Pradesh,27.8,60,1004.0,7.4
2009-02-23,Andhra Pradesh,27.7,66,1004.3,7.7
2009-02-24,Andhra Pradesh,28.4,64,1003.6,9.5
2009-02-25,Andhra Pradesh,29.4,64,1002.6,7.3
2009-02-26,Andhra Pradesh,29.5,62,1002.9,5.7
2009-02-27,Andhra Pradesh,29.2,65,1004.1,7.3
2009-02-28,Andhra Pradesh,29.5,58,1003.5,7.2
2009-03-01,Andhra Pradesh,30.1,51,1002.9,6.0
2009-03-02,Andhra Pradesh,28.5,65,1004.0,7.8
2009-03-03,Andhra Pradesh,28.4,67,1004.0,6.3
2009-03-04,Andhra Pradesh,29.2,65,1003.4,7.1
2009-03-05,Andhra Pradesh,29.5,62,1002.7,6.0
2009-03-06,Andhra Pradesh,29.7,59,1003.1,6.2
2009-03-07,Andhra Pradesh,29.1,68,1003.5,7.6
2009-03-08,Andhra Pradesh,27.9,67,1004.0,9.0
2009-03-09,Andhra Pradesh,27.0,68,1005.3,8.2
2009-03-10,Andhra Pradesh,27.4,62,1006.7,8.0
2009-03-11,Andhra Pradesh,28.5,54,1006.3,6.0
2009-03-12,Andhra Pradesh,29.2,48,1004.7,5.7
2009-03-13,Andhra Pradesh,28.9,58,1006.4,8.2
2009-03-14,Andhra Pradesh,28.0,64,1006.6,7.9
2009-03-15,Andhra Pradesh,28.6,61,1005.4,5.4
2009-03-16,Andhra Pradesh,28.8,60,1004.3,5.2
2009-03-17,Andhra Pradesh,28.1,67,1004.5,7.8
2009-03-18,Andhra Pradesh,28.6,64,1004.3,6.9
2009-03-19,Andhra Pradesh,28.8,65,1003.8,8.0
2009-03-20,Andhra Pradesh,29.0,67,1003.8,10.2
2009-03-21,Andhra Pradesh,28.6,69,1003.7,7.1
2009-03-22,Andhra Pradesh,29.1,66,1003.7,8.6
2009-03-23,Andhra Pradesh,28.7,65,1005.2,7.6
2009-03-24,Andhra Pradesh,28.9,63,1005.9,4.3
2009-03-25,Andhra Pradesh,29.5,58,1005.2,6.9
2009-03-26,Andhra Pradesh,29.0,62,1003.8,7.9
2009-03-27,Andhra Pradesh,29.3,66,1003.8,8.3
2009-03-28,Andhra Pradesh,29.3,66,1004.4,9.3
2009-03-29,Andhra Pradesh,29.4,67,1003.7,10.6
2009-03-30,Andhra Pradesh,29.9,64,1002.9,9.8
2009-03-31,Andhra Pradesh,30.3,64,1001.9,8.7
2009-04-01,Andhra Pradesh,30.3,65,1002.2,8.5
2009-04-02,Andhra Pradesh,30.0,66,1003.2,9.1
2009-04-03,Andhra Pradesh,30.3,64,1003.6,9.3
2009-04-04,Andhra Pradesh,30.7,63,1003.6,9.4
2009-04-05,Andhra Pradesh,30.7,61,1004.0,10.6
2009-04-06,Andhra Pradesh,30.6,65,1002.3,8.1
2009-04-07,Andhra Pradesh,30.7,65,1001.6,9.6
2009-04-08,Andhra Pradesh,30.5,63,1002.1,7.2
2009-04-09,Andhra Pradesh,30.2,61,1002.9,6.4
2009-04-10,Andhra Pradesh,30.2,61,1003.0,5.9
2009-04-11,Andhra Pradesh,30.9,57,1001.9,7.2
2009-04-12,Andhra Pradesh,30.8,56,1001.2,8.6
2009-04-13,Andhra Pradesh,31.0,57,999.2,6.5
2009-04-14,Andhra Pradesh,31.7,55,998.8,6.7
2009-04-15,Andhra Pradesh,31.6,57,999.3,7.3
2009-04-16,Andhra Pradesh,32.0,55,997.6,7.4
2009-04-17,Andhra Pradesh,32.2,65,997.5,11.2
2009-04-18,Andhra Pradesh,32.6,67,1000.1,12.3
2009-04-19,Andhra Pradesh,32.1,64,1002.2,11.6
2009-04-20,Andhra Pradesh,32.9,63,1000.3,9.7
2009-04-21,Andhra Pradesh,34.3,53,998.0,10.2
2009-04-22,Andhra Pradesh,34.3,53,998.7,9.3
2009-04-23,Andhra Pradesh,34.2,56,1000.5,7.3
2009-04-24,Andhra Pradesh,33.1,62,1001.3,9.0
2009-04-25,Andhra Pradesh,31.9,65,1002.7,10.1
2009-04-26,Andhra Pradesh,31.8,63,1002.9,8.2
2009-04-27,Andhra Pradesh,31.8,61,1002.5,9.1
2009-04-28,Andhra Pradesh,31.8,61,1002.4,10.4
2009-04-29,Andhra Pradesh,31.3,60,1002.5,11.1
2009-04-30,Andhra Pradesh,32.0,61,1001.5,11.6
2009-05-01,Andhra Pradesh,33.1,60,1000.9,11.0
2009-05-02,Andhra Pradesh,33.9,59,1000.9,10.9
2009-05-03,Andhra Pradesh,33.9,57,1000.9,11.4
2009-05-04,Andhra Pradesh,32.8,64,1000.2,11.5
2009-05-05,Andhra Pradesh,32.9,61,1001.2,8.5
2009-05-06,Andhra Pradesh,33.3,58,1001.2,6.6
2009-05-07,Andhra Pradesh,33.6,56,999.5,8.4
2009-05-08,Andhra Pradesh,33.4,60,999.3,8.8
2009-05-09,Andhra Pradesh,33.4,61,998.4,8.6
2009-05-10,Andhra Pradesh,33.8,59,997.2,7.6
2009-05-11,Andhra Pradesh,34.4,53,997.2,8.6
2009-05-12,Andhra Pradesh,33.6,61,997.4,10.0
2009-05-13,Andhra Pradesh,33.8,62,996.3,11.2
2009-05-14,Andhra Pradesh,33.8,60,995.4,5.3
2009-05-15,Andhra Pradesh,34.6,51,996.9,6.9
2009-05-16,Andhra Pradesh,33.8,57,998.7,8.8
2009-05-17,Andhra Pradesh,32.7,65,999.8,10.9
2009-05-18,Andhra Pradesh,32.5,65,999.7,8.0
2009-05-19,Andhra Pradesh,32.4,65,998.9,9.2
2009-05-20,Andhra Pradesh,30.5,72,998.3,7.6
2009-05-21,Andhra Pradesh,31.5,67,997.4,7.2
2009-05-22,Andhra Pradesh,29.8,76,996.8,6.4
2009-05-23,Andhra Pradesh,31.8,70,994.1,6.4
2009-05-24,Andhra Pradesh,32.9,62,991.6,11.8
2009-05-25,Andhra Pradesh,34.4,41,990.6,18.0
2009-05-26,Andhra Pradesh,33.9,41,992.6,10.0
2009-05-27,Andhra Pradesh,33.8,51,995.1,6.2
2009-05-28,Andhra Pradesh,33.9,57,995.9,7.7
2009-05-29,Andhra Pradesh,34.1,58,996.5,6.3
2009-05-30,Andhra Pradesh,33.2,62,996.7,9.3
2009-05-31,Andhra Pradesh,34.1,56,996.3,10.3
2009-06-01,Andhra Pradesh,34.8,45,997.0,12.0
2009-06-02,Andhra Pradesh,34.8,43,997.2,13.0
2009-06-03,Andhra Pradesh,35.0,43,997.2,16.3
2009-06-04,Andhra Pradesh,35.8,39,995.0,15.9
2009-06-05,Andhra Pradesh,34.6,45,994.1,15.1
2009-06-06,Andhra Pradesh,31.3,63,994.9,10.5
2009-06-07,Andhra Pradesh,32.3,50,994.8,13.2
2009-06-08,Andhra Pradesh,31.7,55,995.5,14.1
2009-06-09,Andhra Pradesh,34.5,45,996.3,13.2
2009-06-10,Andhra Pradesh,35.5,40,996.5,9.3
2009-06-11,Andhra Pradesh,32.1,56,998.9,9.5
2009-06-12,Andhra Pradesh,32.6,53,999.6,8.8
2009-06-13,Andhra Pradesh,32.4,58,1000.1,10.7
2009-06-14,Andhra Pradesh,33.6,51,999.4,11.5
2009-06-15,Andhra Pradesh,33.9,50,997.7,12.9
2009-06-16,Andhra Pradesh,34.0,47,996.8,13.1
2009-06-17,Andhra Pradesh,34.0,48,995.6,10.1
2009-06-18,Andhra Pradesh,34.5,49,995.1,10.0
2009-06-19,Andhra Pradesh,33.2,56,996.3,9.9
2009-06-20,Andhra Pradesh,32.1,62,997.4,8.6
2009-06-21,Andhra Pradesh,31.9,57,998.1,10.9
2009-06-22,Andhra Pradesh,33.0,51,996.7,13.5
2009-06-23,Andhra Pradesh,33.2,49,996.0,13.8
2009-06-24,Andhra Pradesh,33.7,46,995.7,13.5
2009-06-25,Andhra Pradesh,32.2,54,996.1,11.8
2009-06-26,Andhra Pradesh,31.3,61,995.6,11.8
2009-06-27,Andhra Pradesh,31.5,60,995.1,11.5
2009-06-28,Andhra Pradesh,31.5,59,995.7,10.4
2009-06-29,Andhra Pradesh,32.3,58,996.2,7.6
2009-06-30,Andhra Pradesh,32.2,63,997.4,10.3
2009-07-01,Andhra Pradesh,31.5,65,997.8,8.8
2009-07-02,Andhra Pradesh,30.4,67,996.4,11.6
2009-07-03,Andhra Pradesh,29.9,67,995.3,13.5
2009-07-04,Andhra Pradesh,30.6,60,995.0,10.4
2009-07-05,Andhra Pradesh,28.8,71,995.2,9.6
2009-07-06,Andhra Pradesh,29.9,65,995.3,10.4
2009-07-07,Andhra Pradesh,30.3,62,995.9,12.9
2009-07-08,Andhra Pradesh,28.9,69,996.3,13.1
2009-07-09,Andhra Pradesh,28.4,71,997.2,16.9
2009-07-10,Andhra Pradesh,28.7,70,998.2,11.7
2009-07-11,Andhra Pradesh,30.5,60,998.6,12.7
2009-07-12,Andhra Pradesh,31.5,53,996.8,16.2
2009-07-13,Andhra Pradesh,29.1,66,995.0,13.2
2009-07-14,Andhra Pradesh,26.7,81,994.3,16.3
2009-07-15,Andhra Pradesh,27.3,76,994.1,19.2
2009-07-16,Andhra Pradesh,30.0,62,995.0,15.4
2009-07-17,Andhra Pradesh,31.2,55,995.0,14.4
2009-07-18,Andhra Pradesh,31.5,54,996.6,14.9
2009-07-19,Andhra Pradesh,31.0,55,997.8,17.6
2009-07-20,Andhra Pradesh,28.8,65,996.7,17.7
2009-07-21,Andhra Pradesh,26.8,79,996.5,16.9
2009-07-22,Andhra Pradesh,30.2,58,996.8,14.5
2009-07-23,Andhra Pradesh,30.7,55,998.4,12.3
2009-07-24,Andhra Pradesh,31.0,54,999.6,13.3
2009-07-25,Andhra Pradesh,31.9,53,998.8,12.9
2009-07-26,Andhra Pradesh,31.4,53,998.2,13.3
2009-07-27,Andhra Pradesh,31.8,51,997.8,12.8
2009-07-28,Andhra Pradesh,31.7,50,998.2,14.4
2009-07-29,Andhra Pradesh,31.3,56,999.6,13.6
2009-07-30,Andhra Pradesh,31.8,56,999.9,11.5
2009-07-31,Andhra Pradesh,32.6,51,999.0,10.6
2009-08-01,Andhra Pradesh,32.8,49,998.1,12.4
2009-08-02,Andhra Pradesh,32.7,46,998.0,12.6
2009-08-03,Andhra Pradesh,32.7,46,997.6,10.1
2009-08-04,Andhra Pradesh,33.3,44,997.4,11.1
2009-08-05,Andhra Pradesh,33.5,41,997.3,13.0
2009-08-06,Andhra Pradesh,34.0,39,996.9,11.3
2009-08-07,Andhra Pradesh,33.7,41,997.4,11.6
2009-08-08,Andhra Pradesh,34.2,40,996.7,10.3
2009-08-09,Andhra Pradesh,33.9,42,996.1,13.1
2009-08-10,Andhra Pradesh,32.8,47,996.4,11.2
2009-08-11,Andhra Pradesh,30.6,64,998.0,9.4
2009-08-12,Andhra Pradesh,30.2,68,998.3,8.3
2009-08-13,Andhra Pradesh,30.5,66,998.1,6.9
2009-08-14,Andhra Pradesh,31.5,61,998.7,8.3
2009-08-15,Andhra Pradesh,29.4,73,1000.0,9.0
2009-08-16,Andhra Pradesh,29.6,74,999.7,4.1
2009-08-17,Andhra Pradesh,27.9,83,1000.9,6.3
2009-08-18,Andhra Pradesh,28.2,78,1001.6,7.2
2009-08-19,Andhra Pradesh,28.8,77,1002.5,7.8
2009-08-20,Andhra Pradesh,27.1,86,1003.6,6.0
2009-08-21,Andhra Pradesh,28.2,79,1002.3,7.5
2009-08-22,Andhra Pradesh,28.2,79,1000.1,7.4
2009-08-23,Andhra Pradesh,28.1,83,999.0,4.8
2009-08-24,Andhra Pradesh,26.3,91,998.7,6.4
2009-08-25,Andhra Pradesh,25.2,92,998.0,10.2
2009-08-26,Andhra Pradesh,26.4,82,998.2,13.6
2009-08-27,Andhra Pradesh,28.8,68,997.6,14.4
2009-08-28,Andhra Pradesh,29.4,65,998.7,12.5
2009-08-29,Andhra Pradesh,29.6,66,999.4,10.1
2009-08-30,Andhra Pradesh,29.2,73,999.9,8.5
2009-08-31,Andhra Pradesh,26.3,92,1000.5,6.9
2009-09-01,Andhra Pradesh,26.4,89,999.0,5.3
2009-09-02,Andhra Pradesh,26.6,89,997.2,6.2
2009-09-03,Andhra Pradesh,27.1,82,996.9,10.0
2009-09-04,Andhra Pradesh,28.5,73,996.7,12.8
2009-09-05,Andhra Pradesh,28.6,72,995.3,16.1
2009-09-06,Andhra Pradesh,28.7,71,994.8,15.9
2009-09-07,Andhra Pradesh,29.4,65,995.2,13.9
2009-09-08,Andhra Pradesh,29.4,64,996.7,14.5
2009-09-09,Andhra Pradesh,29.6,64,998.3,10.7
2009-09-10,Andhra Pradesh,29.6,68,999.5,7.7
2009-09-11,Andhra Pradesh,29.3,74,1001.2,4.3
2009-09-12,Andhra Pradesh,29.6,78,1002.7,4.2
2009-09-13,Andhra Pradesh,29.7,79,1002.6,3.7
2009-09-14,Andhra Pradesh,28.9,82,1002.3,6.4
2009-09-15,Andhra Pradesh,30.3,69,999.6,7.2
2009-09-16,Andhra Pradesh,30.0,65,999.2,6.9
2009-09-17,Andhra Pradesh,30.1,63,1000.5,6.6
2009-09-18,Andhra Pradesh,30.0,66,1001.6,5.8
2009-09-19,Andhra Pradesh,29.1,76,1002.2,4.4
2009-09-20,Andhra Pradesh,28.7,80,1002.1,3.5
2009-09-21,Andhra Pradesh,27.3,85,1002.4,4.2
2009-09-22,Andhra Pradesh,27.3,85,1002.3,5.5
2009-09-23,Andhra Pradesh,28.6,85,1001.6,5.1
2009-09-24,Andhra Pradesh,30.5,73,1000.7,8.2
2009-09-25,Andhra Pradesh,31.2,63,999.4,11.5
2009-09-26,Andhra Pradesh,30.5,63,998.6,10.0
2009-09-27,Andhra Pradesh,27.6,81,998.2,6.6
2009-09-28,Andhra Pradesh,27.9,84,996.9,6.3
2009-09-29,Andhra Pradesh,25.7,94,995.8,9.1
2009-09-30,Andhra Pradesh,25.3,96,994.2,9.8
2009-10-01,Andhra Pradesh,25.9,91,993.0,8.8
2009-10-02,Andhra Pradesh,26.8,87,993.8,8.6
2009-10-03,Andhra Pradesh,27.0,84,995.5,10.8
2009-10-04,Andhra Pradesh,28.2,72,997.8,11.7
2009-10-05,Andhra Pradesh,28.2,72,999.0,12.0
2009-10-06,Andhra Pradesh,28.4,70,999.2,12.7
2009-10-07,Andhra Pradesh,29.1,74,999.4,9.4
2009-10-08,Andhra Pradesh,29.3,72,999.9,8.6
2009-10-09,Andhra Pradesh,28.8,75,1001.0,6.9
2009-10-10,Andhra Pradesh,28.6,78,1003.2,3.3
2009-10-11,Andhra Pradesh,27.8,84,1005.0,4.7
2009-10-12,Andhra Pradesh,27.2,86,1005.6,2.6
2009-10-13,Andhra Pradesh,28.1,80,1005.7,3.1
2009-10-14,Andhra Pradesh,27.8,79,1005.5,4.5
2009-10-15,Andhra Pradesh,27.8,80,1005.2,4.3
2009-10-16,Andhra Pradesh,27.6,77,1005.0,3.9
2009-10-17,Andhra Pradesh,27.9,76,1003.8,4.6
2009-10-18,Andhra Pradesh,28.4,74,1003.5,4.7
2009-10-19,Andhra Pradesh,28.2,76,1004.7,4.9
2009-10-20,Andhra Pradesh,28.0,71,1005.5,5.7
2009-10-21,Andhra Pradesh,27.9,72,1006.4,4.3
2009-10-22,Andhra Pradesh,28.1,67,1006.7,5.3
2009-10-23,Andhra Pradesh,27.2,67,1005.8,3.5
2009-10-24,Andhra Pradesh,26.2,67,1004.9,5.3
2009-10-25,Andhra Pradesh,26.1,72,1005.2,5.7
2009-10-26,Andhra Pradesh,26.6,71,1005.9,6.6
2009-10-27,Andhra Pradesh,27.0,72,1005.9,6.6
2009-10-28,Andhra Pradesh,27.6,75,1006.0,8.5
2009-10-29,Andhra Pradesh,27.3,73,1007.4,6.9
2009-10-30,Andhra Pradesh,27.9,75,1007.1,5.7
2009-10-31,Andhra Pradesh,27.5,74,1006.1,6.3
2009-11-01,Andhra Pradesh,27.2,72,1006.1,6.5
2009-11-02,Andhra Pradesh,26.9,67,1006.5,10.0
2009-11-03,Andhra Pradesh,25.9,76,1006.8,11.8
2009-11-04,Andhra Pradesh,26.1,79,1006.8,11.6
2009-11-05,Andhra Pradesh,25.2,84,1006.2,11.4
2009-11-06,Andhra Pradesh,24.9,87,1005.1,12.1
2009-11-07,Andhra Pradesh,24.7,91,1004.3,9.7
2009-11-08,Andhra Pradesh,24.7,93,1004.3,9.1
2009-11-09,Andhra Pradesh,26.2,88,1003.2,9.0
2009-11-10,Andhra Pradesh,26.1,85,1000.7,10.0
2009-11-11,Andhra Pradesh,26.1,84,999.9,10.9
2009-11-12,Andhra Pradesh,26.1,89,1002.1,8.3
2009-11-13,Andhra Pradesh,26.8,87,1005.3,8.1
2009-11-14,Andhra Pradesh,26.7,85,1004.9,7.6
2009-11-15,Andhra Pradesh,26.6,84,1003.7,6.1
2009-11-16,Andhra Pradesh,26.1,88,1003.6,6.9
2009-11-17,Andhra Pradesh,26.0,89,1004.6,6.5
2009-11-18,Andhra Pradesh,25.1,91,1005.8,4.0
2009-11-19,Andhra Pradesh,25.3,89,1007.1,3.2
2009-11-20,Andhra Pradesh,25.4,88,1008.4,3.2
2009-11-21,Andhra Pradesh,24.5,91,1008.6,4.0
2009-11-22,Andhra Pradesh,25.4,85,1008.1,7.4
2009-11-23,Andhra Pradesh,25.4,85,1008.7,9.5
2009-11-24,Andhra Pradesh,25.5,84,1008.6,7.1
2009-11-25,Andhra Pradesh,25.8,82,1007.9,4.1
2009-11-26,Andhra Pradesh,25.0,81,1007.0,4.9
2009-11-27,Andhra Pradesh,24.5,77,1008.1,5.8
2009-11-28,Andhra Pradesh,24.0,74,1009.4,7.4
2009-11-29,Andhra Pradesh,23.0,73,1009.2,7.3
2009-11-30,Andhra Pradesh,23.0,74,1009.3,6.8
2009-12-01,Andhra Pradesh,23.2,75,1009.1,7.9
2009-12-02,Andhra Pradesh,24.0,73,1008.9,8.4
2009-12-03,Andhra Pradesh,24.4,74,1008.7,10.2
2009-12-04,Andhra Pradesh,24.1,75,1008.5,7.5
2009-12-05,Andhra Pradesh,23.6,76,1007.6,6.4
2009-12-06,Andhra Pradesh,23.6,76,1006.8,7.4
2009-12-07,Andhra Pradesh,23.7,75,1007.2,6.1
2009-12-08,Andhra Pradesh,23.8,76,1007.6,7.4
2009-12-09,Andhra Pradesh,23.8,75,1007.6,7.1
2009-12-10,Andhra Pradesh,24.2,75,1006.9,7.4
2009-12-11,Andhra Pradesh,24.4,74,1006.3,9.3
2009-12-12,Andhra Pradesh,24.7,71,1006.3,9.4
2009-12-13,Andhra Pradesh,24.7,71,1007.5,10.8
2009-12-14,Andhra Pradesh,24.7,69,1008.3,10.4
2009-12-15,Andhra Pradesh,24.7,69,1009.3,10.6
2009-12-16,Andhra Pradesh,24.7,74,1009.1,8.4
2009-12-17,Andhra Pradesh,22.5,82,1009.6,5.4
2009-12-18,Andhra Pradesh,24.1,74,1009.5,6.6
2009-12-19,Andhra Pradesh,24.6,76,1010.4,9.5
2009-12-20,Andhra Pradesh,25.0,74,1011.3,11.3
2009-12-21,Andhra Pradesh,24.7,76,1010.5,10.6
2009-12-22,Andhra Pradesh,24.6,77,1009.5,7.5
2009-12-23,Andhra Pradesh,24.4,75,1009.4,6.6
2009-12-24,Andhra Pradesh,23.8,72,1009.4,7.2
2009-12-25,Andhra Pradesh,22.5,67,1008.9,7.2
2009-12-26,Andhra Pradesh,22.9,67,1007.7,6.5
2009-12-27,Andhra Pradesh,23.2,69,1007.4,7.7
2009-12-28,Andhra Pradesh,23.5,70,1007.0,7.7
2009-12-29,Andhra Pradesh,24.1,71,1007.0,8.9
2009-12-30,Andhra Pradesh,24.2,71,1007.0,5.9
2009-12-31,Andhra Pradesh,24.8,71,1006.7,4.4
2010-01-01,Andhra Pradesh,25.0,70,1007.5,6.2
2010-01-02,Andhra Pradesh,24.0,72,1009.1,7.0
2010-01-03,Andhra Pradesh,24.0,68,1008.8,5.2
2010-01-04,Andhra Pradesh,24.0,70,1006.9,4.6
2010-01-05,Andhra Pradesh,24.7,71,1005.3,5.7
2010-01-06,Andhra Pradesh,23.9,70,1006.2,6.8
2010-01-07,Andhra Pradesh,23.8,69,1007.5,9.5
2010-01-08,Andhra Pradesh,24.3,64,1007.7,8.1
2010-01-09,Andhra Pradesh,25.5,66,1007.2,6.9
2010-01-10,Andhra Pradesh,25.4,80,1007.7,7.3
2010-01-11,Andhra Pradesh,25.9,80,1008.5,7.2
2010-01-12,Andhra Pradesh,26.4,80,1008.7,6.0
2010-01-13,Andhra Pradesh,26.4,81,1009.2,6.8
2010-01-14,Andhra Pradesh,25.4,82,1010.8,5.2
2010-01-15,Andhra Pradesh,24.8,83,1012.2,7.0
2010-01-16,Andhra Pradesh,24.6,82,1013.0,6.2
2010-01-17,Andhra Pradesh,24.9,76,1012.4,5.3
2010-01-18,Andhra Pradesh,24.8,77,1011.4,4.7
2010-01-19,Andhra Pradesh,24.4,72,1009.5,5.3
2010-01-20,Andhra Pradesh,23.5,74,1010.6,5.2
2010-01-21,Andhra Pradesh,23.6,71,1009.7,5.3
2010-01-22,Andhra Pradesh,23.3,69,1009.5,6.2
2010-01-23,Andhra Pradesh,23.6,68,1009.5,7.2
2010-01-24,Andhra Pradesh,23.6,67,1008.7,6.7
2010-01-25,Andhra Pradesh,23.5,68,1008.8,7.4
2010-01-26,Andhra Pradesh,24.3,68,1009.5,6.1
2010-01-27,Andhra Pradesh,24.6,68,1009.7,7.5
2010-01-28,Andhra Pradesh,25.0,67,1010.0,8.1
2010-01-29,Andhra Pradesh,24.8,66,1009.8,6.5
2010-01-30,Andhra Pradesh,25.4,64,1009.5,4.6
2010-01-31,Andhra Pradesh,24.9,69,1009.7,5.5
2010-02-01,Andhra Pradesh,24.4,68,1009.4,6.6
2010-02-02,Andhra Pradesh,24.4,66,1008.8,8.3
2010-02-03,Andhra Pradesh,24.5,63,1008.6,8.0
2010-02-04,Andhra Pradesh,24.4,65,1008.9,7.3
2010-02-05,Andhra Pradesh,24.8,67,1009.5,6.3
2010-02-06,Andhra Pradesh,25.3,70,1010.0,6.0
2010-02-07,Andhra Pradesh,25.3,70,1009.8,6.4
2010-02-08,Andhra Pradesh,25.5,63,1007.5,5.0
2010-02-09,Andhra Pradesh,24.8,63,1006.4,7.6
2010-02-10,Andhra Pradesh,24.3,66,1006.7,8.5
2010-02-11,Andhra Pradesh,24.0,69,1008.4,9.2
2010-02-12,Andhra Pradesh,24.5,67,1008.9,8.1
2010-02-13,Andhra Pradesh,25.0,67,1007.2,8.5
2010-02-14,Andhra Pradesh,25.1,69,1006.0,7.2
2010-02-15,Andhra Pradesh,25.4,70,1006.1,8.6
2010-02-16,Andhra Pradesh,26.0,69,1007.3,8.3
2010-02-17,Andhra Pradesh,26.7,70,1007.3,8.3
2010-02-18,Andhra Pradesh,27.2,67,1006.9,6.7
2010-02-19,Andhra Pradesh,26.9,69,1007.7,9.0
2010-02-20,Andhra Pradesh,27.2,68,1007.9,8.0
2010-02-21,Andhra Pradesh,27.5,68,1007.9,8.3
2010-02-22,Andhra Pradesh,28.0,66,1006.9,6.7
2010-02-23,Andhra Pradesh,28.6,67,1005.4,8.0
2010-02-24,Andhra Pradesh,28.5,69,1004.0,9.6
2010-02-25,Andhra Pradesh,28.8,68,1004.7,9.0
2010-02-26,Andhra Pradesh,28.6,68,1005.9,7.1
2010-02-27,Andhra Pradesh,28.9,66,1005.7,6.3
2010-02-28,Andhra Pradesh,28.9,65,1005.9,6.3
2010-03-01,Andhra Pradesh,28.4,67,1006.9,8.1
2010-03-02,Andhra Pradesh,28.3,66,1006.0,9.5
2010-03-03,Andhra Pradesh,28.7,59,1004.4,9.0
2010-03-04,Andhra Pradesh,28.5,66,1004.0,9.5
2010-03-05,Andhra Pradesh,28.5,66,1004.1,8.9
2010-03-06,Andhra Pradesh,29.1,67,1004.5,9.4
2010-03-07,Andhra Pradesh,30.2,67,1005.3,7.3
2010-03-08,Andhra Pradesh,30.2,68,1005.3,7.0
2010-03-09,Andhra Pradesh,29.4,68,1006.9,9.0
2010-03-10,Andhra Pradesh,29.2,68,1008.1,8.7
2010-03-11,Andhra Pradesh,29.3,67,1009.1,6.9
2010-03-12,Andhra Pradesh,29.3,67,1009.8,6.7
2010-03-13,Andhra Pradesh,29.8,62,1007.6,5.9
2010-03-14,Andhra Pradesh,30.7,55,1005.1,6.2
2010-03-15,Andhra Pradesh,31.1,56,1004.1,8.0
2010-03-16,Andhra Pradesh,30.4,66,1005.2,9.1
2010-03-17,Andhra Pradesh,29.8,65,1007.4,8.6
