date,city,latitude,longitude,temperature,humidity,pressure,wind_speed
2009-01-01,Delhi,28.61,77.23,14.0,69,990.7,9.6
2009-01-02,Delhi,28.61,77.23,14.4,65,991.5,5.5
2009-01-03,Delhi,28.61,77.23,14.7,67,991.7,5.2
2009-01-04,Delhi,28.61,77.23,14.3,69,989.8,7.9
2009-01-05,Delhi,28.61,77.23,14.9,74,988.5,5.5
2009-01-06,Delhi,28.61,77.23,14.1,74,989.7,6.0
2009-01-07,Delhi,28.61,77.23,13.3,64,992.8,6.4
2009-01-08,Delhi,28.61,77.23,13.1,70,995.4,6.5
2009-01-09,Delhi,28.61,77.23,13.9,70,995.4,5.7
2009-01-10,Delhi,28.61,77.23,15.5,67,994.8,9.0
2009-01-11,Delhi,28.61,77.23,14.0,71,994.2,10.0
2009-01-12,Delhi,28.61,77.23,14.0,67,995.7,8.8
2009-01-13,Delhi,28.61,77.23,13.7,68,997.0,7.7
2009-01-14,Delhi,28.61,77.23,14.9,67,996.3,9.3
2009-01-15,Delhi,28.61,77.23,15.5,64,995.4,8.7
2009-01-16,Delhi,28.61,77.23,17.9,66,994.4,6.6
2009-01-17,Delhi,28.61,77.23,18.0,75,992.8,7.9
2009-01-18,Delhi,28.61,77.23,18.0,85,991.3,6.2
2009-01-19,Delhi,28.61,77.23,16.3,80,992.5,12.5
2009-01-20,Delhi,28.61,77.23,14.9,69,991.9,15.4
2009-01-21,Delhi,28.61,77.23,15.3,55,990.7,15.2
2009-01-22,Delhi,28.61,77.23,16.2,55,990.0,12.8
2009-01-23,Delhi,28.61,77.23,17.5,52,989.0,15.8
2009-01-24,Delhi,28.61,77.23,19.1,56,987.2,14.2
2009-01-25,Delhi,28.61,77.23,18.5,68,986.6,7.8
2009-01-26,Delhi,28.61,77.23,18.3,71,986.7,8.1
2009-01-27,Delhi,28.61,77.23,16.6,67,988.6,9.3
2009-01-28,Delhi,28.61,77.23,16.8,67,989.0,12.3
2009-01-29,Delhi,28.61,77.23,16.2,68,989.9,7.1
2009-01-30,Delhi,28.61,77.23,16.2,67,990.2,8.9
2009-01-31,Delhi,28.61,77.23,16.5,63,989.4,13.5
2009-02-01,Delhi,28.61,77.23,16.1,57,989.4,11.1
2009-02-02,Delhi,28.61,77.23,16.2,57,990.2,6.9
2009-02-03,Delhi,28.61,77.23,17.4,59,989.8,3.9
2009-02-04,Delhi,28.61,77.23,18.7,63,989.4,5.0
2009-02-05,Delhi,28.61,77.23,18.5,67,989.0,9.5
2009-02-06,Delhi,28.61,77.23,19.3,68,990.0,7.3
2009-02-07,Delhi,28.61,77.23,18.2,62,991.1,11.5
2009-02-08,Delhi,28.61,77.23,16.7,56,992.0,9.4
2009-02-09,Delhi,28.61,77.23,16.8,55,990.6,7.2
2009-02-10,Delhi,28.61,77.23,17.7,67,987.0,10.4
2009-02-11,Delhi,28.61,77.23,14.9,84,988.8,7.9
2009-02-12,Delhi,28.61,77.23,15.6,77,989.4,9.4
2009-02-13,Delhi,28.61,77.23,17.1,73,986.2,7.8
2009-02-14,Delhi,28.61,77.23,18.2,71,987.8,5.7
2009-02-15,Delhi,28.61,77.23,16.9,68,989.1,11.8
2009-02-16,Delhi,28.61,77.23,15.9,64,990.1,9.7
2009-02-17,Delhi,28.61,77.23,16.2,63,990.4,8.6
2009-02-18,Delhi,28.61,77.23,17.3,59,989.4,12.7
2009-02-19,Delhi,28.61,77.23,18.2,52,987.4,13.1
2009-02-20,Delhi,28.61,77.23,19.8,54,990.1,8.8
2009-02-21,Delhi,28.61,77.23,20.4,47,989.7,11.4
2009-02-22,Delhi,28.61,77.23,20.7,44,985.3,11.1
2009-02-23,Delhi,28.61,77.23,21.3,51,983.8,5.1
2009-02-24,Delhi,28.61,77.23,22.2,53,983.0,6.3
2009-02-25,Delhi,28.61,77.23,21.5,55,983.8,9.3
2009-02-26,Delhi,28.61,77.23,20.8,45,984.7,10.2
2009-02-27,Delhi,28.61,77.23,21.0,40,986.6,13.5
2009-02-28,Delhi,28.61,77.23,20.4,34,986.2,17.8
2009-03-01,Delhi,28.61,77.23,21.2,30,985.1,14.8
2009-03-02,Delhi,28.61,77.23,22.5,40,985.7,9.6
2009-03-03,Delhi,28.61,77.23,23.5,57,984.6,7.9
2009-03-04,Delhi,28.61,77.23,24.3,51,983.0,8.5
2009-03-05,Delhi,28.61,77.23,23.2,49,983.9,13.4
2009-03-06,Delhi,28.61,77.23,22.6,39,984.6,11.0
2009-03-07,Delhi,28.61,77.23,22.5,42,984.5,9.8
2009-03-08,Delhi,28.61,77.23,21.9,41,985.3,9.6
2009-03-09,Delhi,28.61,77.23,21.7,41,988.5,8.6
2009-03-10,Delhi,28.61,77.23,21.9,38,989.6,11.1
2009-03-11,Delhi,28.61,77.23,21.7,35,989.3,12.7
2009-03-12,Delhi,28.61,77.23,22.0,35,986.8,14.8
2009-03-13,Delhi,28.61,77.23,23.0,45,988.8,6.7
2009-03-14,Delhi,28.61,77.23,23.4,46,989.2,6.9
2009-03-15,Delhi,28.61,77.23,23.8,47,986.6,7.1
2009-03-16,Delhi,28.61,77.23,23.7,46,986.1,6.9
2009-03-17,Delhi,28.61,77.23,24.2,45,986.2,7.5
2009-03-18,Delhi,28.61,77.23,24.9,44,985.6,7.6
2009-03-19,Delhi,28.61,77.23,24.8,49,984.0,6.8
2009-03-20,Delhi,28.61,77.23,24.1,48,984.3,6.4
2009-03-21,Delhi,28.61,77.23,23.7,53,986.3,7.7
2009-03-22,Delhi,28.61,77.23,23.5,46,986.7,6.9
2009-03-23,Delhi,28.61,77.23,24.7,45,987.6,5.5
2009-03-24,Delhi,28.61,77.23,25.7,45,986.8,6.6
2009-03-25,Delhi,28.61,77.23,22.7,61,985.5,8.2
2009-03-26,Delhi,28.61,77.23,22.2,60,985.6,7.5
2009-03-27,Delhi,28.61,77.23,21.8,63,985.1,7.8
2009-03-28,Delhi,28.61,77.23,23.8,59,986.2,6.7
2009-03-29,Delhi,28.61,77.23,24.3,59,984.7,6.8
2009-03-30,Delhi,28.61,77.23,24.3,54,985.1,12.3
2009-03-31,Delhi,28.61,77.23,24.8,44,983.4,16.1
2009-04-01,Delhi,28.61,77.23,26.5,40,983.1,12.8
2009-04-02,Delhi,28.61,77.23,27.8,44,983.7,8.1
2009-04-03,Delhi,28.61,77.23,27.9,35,983.7,9.3
2009-04-04,Delhi,28.61,77.23,27.8,33,984.3,14.9
2009-04-05,Delhi,28.61,77.23,27.2,32,985.3,13.9
2009-04-06,Delhi,28.61,77.23,27.4,34,983.2,11.7
2009-04-07,Delhi,28.61,77.23,26.4,42,982.2,8.5
2009-04-08,Delhi,28.61,77.23,24.8,47,981.7,17.3
2009-04-09,Delhi,28.61,77.23,21.5,67,986.8,11.0
2009-04-10,Delhi,28.61,77.23,22.6,51,986.7,12.0
2009-04-11,Delhi,28.61,77.23,25.2,45,984.0,13.7
2009-04-12,Delhi,28.61,77.23,27.3,48,983.0,9.0
2009-04-13,Delhi,28.61,77.23,28.3,40,981.1,9.4
2009-04-14,Delhi,28.61,77.23,29.3,34,979.9,6.6
2009-04-15,Delhi,28.61,77.23,30.3,33,980.4,7.3
2009-04-16,Delhi,28.61,77.23,29.4,32,981.1,12.4
2009-04-17,Delhi,28.61,77.23,28.7,24,980.6,14.3
2009-04-18,Delhi,28.61,77.23,30.2,22,980.3,21.2
2009-04-19,Delhi,28.61,77.23,32.4,21,980.2,21.3
2009-04-20,Delhi,28.61,77.23,32.7,23,977.6,13.6
2009-04-21,Delhi,28.61,77.23,31.7,24,975.2,10.6
2009-04-22,Delhi,28.61,77.23,30.4,21,979.6,10.8
2009-04-23,Delhi,28.61,77.23,29.5,14,983.0,14.5
2009-04-24,Delhi,28.61,77.23,29.8,15,983.8,12.5
2009-04-25,Delhi,28.61,77.23,29.6,15,985.4,12.0
2009-04-26,Delhi,28.61,77.23,30.5,16,984.5,13.4
2009-04-27,Delhi,28.61,77.23,32.5,18,982.2,15.3
2009-04-28,Delhi,28.61,77.23,34.2,20,980.5,14.8
2009-04-29,Delhi,28.61,77.23,34.6,22,981.0,10.8
2009-04-30,Delhi,28.61,77.23,34.0,20,980.3,11.2
2009-05-01,Delhi,28.61,77.23,34.4,19,979.5,9.5
2009-05-02,Delhi,28.61,77.23,33.8,21,979.9,6.2
2009-05-03,Delhi,28.61,77.23,31.2,37,982.0,9.4
2009-05-04,Delhi,28.61,77.23,31.2,40,980.6,12.0
2009-05-05,Delhi,28.61,77.23,29.7,47,981.5,8.9
2009-05-06,Delhi,28.61,77.23,29.9,37,983.7,12.9
2009-05-07,Delhi,28.61,77.23,30.7,26,981.3,14.6
2009-05-08,Delhi,28.61,77.23,31.6,27,979.8,10.9
2009-05-09,Delhi,28.61,77.23,32.2,25,977.7,11.3
2009-05-10,Delhi,28.61,77.23,32.5,26,975.6,8.2
2009-05-11,Delhi,28.61,77.23,30.8,41,976.9,9.9
2009-05-12,Delhi,28.61,77.23,29.8,50,979.2,9.0
2009-05-13,Delhi,28.61,77.23,31.6,41,977.4,7.7
2009-05-14,Delhi,28.61,77.23,32.5,40,975.1,11.4
2009-05-15,Delhi,28.61,77.23,32.5,43,976.3,15.2
2009-05-16,Delhi,28.61,77.23,33.5,41,978.3,12.2
2009-05-17,Delhi,28.61,77.23,34.5,38,979.2,8.1
2009-05-18,Delhi,28.61,77.23,35.3,31,977.4,7.6
2009-05-19,Delhi,28.61,77.23,35.6,31,977.6,6.8
2009-05-20,Delhi,28.61,77.23,35.0,40,977.5,8.9
2009-05-21,Delhi,28.61,77.23,34.9,41,977.7,8.6
2009-05-22,Delhi,28.61,77.23,35.3,34,976.7,7.5
2009-05-23,Delhi,28.61,77.23,33.4,41,976.4,8.8
2009-05-24,Delhi,28.61,77.23,32.7,40,975.5,7.3
2009-05-25,Delhi,28.61,77.23,31.4,45,974.0,9.1
2009-05-26,Delhi,28.61,77.23,32.1,37,971.8,9.3
2009-05-27,Delhi,28.61,77.23,33.8,31,974.8,3.5
2009-05-28,Delhi,28.61,77.23,33.2,44,975.2,8.7
2009-05-29,Delhi,28.61,77.23,31.0,58,976.8,9.7
2009-05-30,Delhi,28.61,77.23,29.2,63,977.4,10.9
2009-05-31,Delhi,28.61,77.23,30.8,55,977.2,5.9
2009-06-01,Delhi,28.61,77.23,30.6,59,977.3,8.3
2009-06-02,Delhi,28.61,77.23,34.0,46,975.4,16.9
2009-06-03,Delhi,28.61,77.23,35.9,39,975.2,20.4
2009-06-04,Delhi,28.61,77.23,37.0,34,973.3,18.3
2009-06-05,Delhi,28.61,77.23,36.0,29,972.4,12.2
2009-06-06,Delhi,28.61,77.23,35.0,27,971.6,6.6
2009-06-07,Delhi,28.61,77.23,33.8,26,972.0,10.4
2009-06-08,Delhi,28.61,77.23,34.3,17,973.6,12.0
2009-06-09,Delhi,28.61,77.23,34.1,18,975.6,11.9
2009-06-10,Delhi,28.61,77.23,34.6,24,977.0,10.7
2009-06-11,Delhi,28.61,77.23,34.5,35,976.8,10.2
2009-06-12,Delhi,28.61,77.23,34.8,32,976.3,9.3
2009-06-13,Delhi,28.61,77.23,34.8,28,978.0,9.0
2009-06-14,Delhi,28.61,77.23,34.9,31,978.6,11.1
2009-06-15,Delhi,28.61,77.23,32.1,41,977.0,10.6
2009-06-16,Delhi,28.61,77.23,31.7,41,977.8,10.6
2009-06-17,Delhi,28.61,77.23,32.2,36,977.7,13.3
2009-06-18,Delhi,28.61,77.23,33.0,32,976.9,13.6
2009-06-19,Delhi,28.61,77.23,34.2,28,976.2,14.3
2009-06-20,Delhi,28.61,77.23,35.0,27,975.9,13.7
2009-06-21,Delhi,28.61,77.23,35.7,21,975.1,14.2
2009-06-22,Delhi,28.61,77.23,36.1,20,974.2,14.9
2009-06-23,Delhi,28.61,77.23,36.6,21,973.8,14.7
2009-06-24,Delhi,28.61,77.23,37.3,24,974.4,14.4
2009-06-25,Delhi,28.61,77.23,36.8,31,975.0,10.7
2009-06-26,Delhi,28.61,77.23,37.3,33,973.6,11.0
2009-06-27,Delhi,28.61,77.23,37.9,36,972.3,15.5
2009-06-28,Delhi,28.61,77.23,36.9,41,971.7,13.2
2009-06-29,Delhi,28.61,77.23,33.9,57,973.1,11.1
2009-06-30,Delhi,28.61,77.23,32.4,65,974.0,9.1
2009-07-01,Delhi,28.61,77.23,31.6,65,974.1,10.9
2009-07-02,Delhi,28.61,77.23,30.8,68,973.2,9.7
2009-07-03,Delhi,28.61,77.23,31.6,62,973.2,7.9
2009-07-04,Delhi,28.61,77.23,32.0,63,973.6,5.4
2009-07-05,Delhi,28.61,77.23,33.6,52,973.6,7.4
2009-07-06,Delhi,28.61,77.23,33.9,44,973.1,7.8
2009-07-07,Delhi,28.61,77.23,34.8,47,972.6,9.6
2009-07-08,Delhi,28.61,77.23,34.1,55,973.3,14.7
2009-07-09,Delhi,28.61,77.23,31.9,63,974.5,17.1
2009-07-10,Delhi,28.61,77.23,30.7,70,975.3,12.3
2009-07-11,Delhi,28.61,77.23,30.7,72,975.3,9.3
2009-07-12,Delhi,28.61,77.23,29.5,80,972.9,5.0
2009-07-13,Delhi,28.61,77.23,28.6,85,972.6,5.7
2009-07-14,Delhi,28.61,77.23,30.1,78,972.8,5.5
2009-07-15,Delhi,28.61,77.23,30.7,76,973.0,7.4
2009-07-16,Delhi,28.61,77.23,31.8,67,973.7,11.9
2009-07-17,Delhi,28.61,77.23,31.5,66,972.4,15.8
2009-07-18,Delhi,28.61,77.23,30.2,75,973.9,14.3
2009-07-19,Delhi,28.61,77.23,31.4,68,974.5,6.1
2009-07-20,Delhi,28.61,77.23,30.5,74,973.9,8.2
2009-07-21,Delhi,28.61,77.23,30.9,75,975.2,5.9
2009-07-22,Delhi,28.61,77.23,30.9,74,974.9,9.6
2009-07-23,Delhi,28.61,77.23,30.2,71,974.6,16.6
2009-07-24,Delhi,28.61,77.23,29.3,73,975.5,17.0
2009-07-25,Delhi,28.61,77.23,30.2,69,974.9,6.9
2009-07-26,Delhi,28.61,77.23,32.1,65,971.9,9.5
2009-07-27,Delhi,28.61,77.23,30.5,74,970.7,13.3
2009-07-28,Delhi,28.61,77.23,29.9,66,972.1,10.0
2009-07-29,Delhi,28.61,77.23,31.2,60,974.3,10.0
2009-07-30,Delhi,28.61,77.23,31.4,61,976.0,12.4
2009-07-31,Delhi,28.61,77.23,31.6,57,975.3,13.6
2009-08-01,Delhi,28.61,77.23,32.4,55,975.0,14.3
2009-08-02,Delhi,28.61,77.23,33.0,56,975.3,13.2
2009-08-03,Delhi,28.61,77.23,33.7,52,974.7,13.2
2009-08-04,Delhi,28.61,77.23,33.9,48,973.9,12.5
2009-08-05,Delhi,28.61,77.23,33.7,48,973.1,13.2
2009-08-06,Delhi,28.61,77.23,33.7,48,973.1,11.5
2009-08-07,Delhi,28.61,77.23,34.1,48,974.1,12.8
2009-08-08,Delhi,28.61,77.23,34.7,47,973.9,11.3
2009-08-09,Delhi,28.61,77.23,35.2,43,973.3,12.9
2009-08-10,Delhi,28.61,77.23,34.6,49,974.4,10.0
2009-08-11,Delhi,28.61,77.23,33.0,60,977.4,9.3
2009-08-12,Delhi,28.61,77.23,33.2,61,977.0,7.0
2009-08-13,Delhi,28.61,77.23,32.1,66,976.0,4.8
2009-08-14,Delhi,28.61,77.23,31.6,63,977.1,9.2
2009-08-15,Delhi,28.61,77.23,27.9,79,978.2,5.6
2009-08-16,Delhi,28.61,77.23,26.2,92,977.6,7.2
2009-08-17,Delhi,28.61,77.23,27.2,85,978.2,10.5
2009-08-18,Delhi,28.61,77.23,29.8,74,978.7,12.3
2009-08-19,Delhi,28.61,77.23,29.6,75,980.3,8.3
2009-08-20,Delhi,28.61,77.23,30.0,72,979.7,7.0
2009-08-21,Delhi,28.61,77.23,30.2,71,978.7,6.7
2009-08-22,Delhi,28.61,77.23,30.5,67,977.5,8.6
2009-08-23,Delhi,28.61,77.23,30.9,65,977.3,8.0
2009-08-24,Delhi,28.61,77.23,30.9,69,978.3,6.5
2009-08-25,Delhi,28.61,77.23,28.5,78,979.7,10.6
2009-08-26,Delhi,28.61,77.23,29.0,75,979.9,7.6
2009-08-27,Delhi,28.61,77.23,29.0,77,979.5,5.8
2009-08-28,Delhi,28.61,77.23,29.5,75,980.5,10.9
2009-08-29,Delhi,28.61,77.23,29.3,73,979.9,15.2
2009-08-30,Delhi,28.61,77.23,28.0,81,980.1,13.0
2009-08-31,Delhi,28.61,77.23,28.4,83,981.5,9.1
2009-09-01,Delhi,28.61,77.23,29.2,82,980.9,4.9
2009-09-02,Delhi,28.61,77.23,28.8,82,978.3,6.0
2009-09-03,Delhi,28.61,77.23,28.0,82,977.7,9.9
2009-09-04,Delhi,28.61,77.23,26.6,85,977.7,6.5
2009-09-05,Delhi,28.61,77.23,27.4,80,976.9,5.4
2009-09-06,Delhi,28.61,77.23,27.8,74,976.1,6.6
2009-09-07,Delhi,28.61,77.23,28.3,70,977.3,6.6
2009-09-08,Delhi,28.61,77.23,27.3,80,978.4,8.9
2009-09-09,Delhi,28.61,77.23,26.6,84,978.4,9.8
2009-09-10,Delhi,28.61,77.23,24.7,94,977.2,14.6
2009-09-11,Delhi,28.61,77.23,25.0,92,977.1,11.5
2009-09-12,Delhi,28.61,77.23,24.8,84,982.6,10.2
2009-09-13,Delhi,28.61,77.23,27.3,79,982.9,9.7
2009-09-14,Delhi,28.61,77.23,28.0,74,981.9,7.8
2009-09-15,Delhi,28.61,77.23,27.6,68,979.9,10.2
2009-09-16,Delhi,28.61,77.23,27.9,67,980.3,10.5
2009-09-17,Delhi,28.61,77.23,28.6,72,981.9,9.0
2009-09-18,Delhi,28.61,77.23,28.8,71,982.9,7.4
2009-09-19,Delhi,28.61,77.23,29.2,70,982.2,6.9
2009-09-20,Delhi,28.61,77.23,29.7,72,981.5,6.3
2009-09-21,Delhi,28.61,77.23,30.2,72,981.4,8.0
2009-09-22,Delhi,28.61,77.23,30.1,74,980.6,7.9
2009-09-23,Delhi,28.61,77.23,30.4,71,980.0,7.3
2009-09-24,Delhi,28.61,77.23,30.3,64,980.5,8.9
2009-09-25,Delhi,28.61,77.23,30.2,60,980.5,7.7
2009-09-26,Delhi,28.61,77.23,29.6,71,981.9,8.3
2009-09-27,Delhi,28.61,77.23,30.2,69,981.6,6.3
2009-09-28,Delhi,28.61,77.23,30.3,60,981.0,8.9
2009-09-29,Delhi,28.61,77.23,30.2,61,980.7,5.4
2009-09-30,Delhi,28.61,77.23,30.7,63,980.9,6.9
2009-10-01,Delhi,28.61,77.23,30.5,68,981.9,8.5
2009-10-02,Delhi,28.61,77.23,31.0,58,982.6,12.2
2009-10-03,Delhi,28.61,77.23,29.5,62,981.6,10.7
2009-10-04,Delhi,28.61,77.23,27.6,70,982.2,12.1
2009-10-05,Delhi,28.61,77.23,24.6,80,981.7,10.8
2009-10-06,Delhi,28.61,77.23,25.0,80,980.1,9.2
2009-10-07,Delhi,28.61,77.23,26.6,65,979.1,7.0
2009-10-08,Delhi,28.61,77.23,27.6,53,979.0,8.7
2009-10-09,Delhi,28.61,77.23,27.8,48,980.1,9.2
2009-10-10,Delhi,28.61,77.23,27.7,44,982.6,5.9
2009-10-11,Delhi,28.61,77.23,27.5,45,984.9,6.7
2009-10-12,Delhi,28.61,77.23,27.2,42,986.7,6.3
2009-10-13,Delhi,28.61,77.23,26.3,43,987.0,7.3
2009-10-14,Delhi,28.61,77.23,26.9,42,987.4,4.9
2009-10-15,Delhi,28.61,77.23,27.0,43,987.5,7.0
2009-10-16,Delhi,28.61,77.23,26.7,40,987.4,9.2
2009-10-17,Delhi,28.61,77.23,26.0,36,985.5,9.4
2009-10-18,Delhi,28.61,77.23,25.2,35,984.8,9.7
2009-10-19,Delhi,28.61,77.23,25.0,37,985.8,9.3
2009-10-20,Delhi,28.61,77.23,24.2,39,986.7,10.9
2009-10-21,Delhi,28.61,77.23,24.6,39,987.7,8.9
2009-10-22,Delhi,28.61,77.23,24.8,38,988.9,7.7
2009-10-23,Delhi,28.61,77.23,23.9,34,988.0,11.2
2009-10-24,Delhi,28.61,77.23,23.6,33,986.7,12.1
2009-10-25,Delhi,28.61,77.23,23.1,39,987.7,9.0
2009-10-26,Delhi,28.61,77.23,23.0,39,988.9,9.2
2009-10-27,Delhi,28.61,77.23,22.8,38,988.5,10.4
2009-10-28,Delhi,28.61,77.23,23.1,40,989.1,8.8
2009-10-29,Delhi,28.61,77.23,23.8,42,990.9,11.2
2009-10-30,Delhi,28.61,77.23,24.8,37,989.7,14.4
2009-10-31,Delhi,28.61,77.23,24.6,44,987.7,10.2
2009-11-01,Delhi,28.61,77.23,24.4,49,988.0,8.1
2009-11-02,Delhi,28.61,77.23,24.1,55,990.8,7.9
2009-11-03,Delhi,28.61,77.23,23.8,59,991.9,7.8
2009-11-04,Delhi,28.61,77.23,24.1,58,991.8,5.4
2009-11-05,Delhi,28.61,77.23,23.5,59,991.1,6.7
2009-11-06,Delhi,28.61,77.23,23.4,55,989.5,6.2
2009-11-07,Delhi,28.61,77.23,23.2,55,987.6,7.1
2009-11-08,Delhi,28.61,77.23,23.3,56,987.0,6.4
2009-11-09,Delhi,28.61,77.23,23.3,57,985.2,9.7
2009-11-10,Delhi,28.61,77.23,23.1,55,983.8,9.6
2009-11-11,Delhi,28.61,77.23,20.3,49,984.0,10.7
2009-11-12,Delhi,28.61,77.23,18.9,54,986.4,7.6
2009-11-13,Delhi,28.61,77.23,19.3,80,988.7,8.9
2009-11-14,Delhi,28.61,77.23,22.0,75,987.2,5.9
2009-11-15,Delhi,28.61,77.23,21.9,75,984.7,7.6
2009-11-16,Delhi,28.61,77.23,21.1,69,984.9,5.9
2009-11-17,Delhi,28.61,77.23,20.5,59,987.3,6.0
2009-11-18,Delhi,28.61,77.23,19.0,48,989.0,11.5
2009-11-19,Delhi,28.61,77.23,17.8,42,990.8,11.9
2009-11-20,Delhi,28.61,77.23,16.9,40,991.6,10.7
2009-11-21,Delhi,28.61,77.23,16.5,51,992.1,6.4
2009-11-22,Delhi,28.61,77.23,17.3,58,992.0,5.4
2009-11-23,Delhi,28.61,77.23,17.9,58,992.2,6.8
2009-11-24,Delhi,28.61,77.23,18.2,51,990.5,10.3
2009-11-25,Delhi,28.61,77.23,18.5,53,989.7,9.2
2009-11-26,Delhi,28.61,77.23,19.0,52,988.7,9.8
2009-11-27,Delhi,28.61,77.23,18.3,52,990.4,9.6
2009-11-28,Delhi,28.61,77.23,17.1,51,992.3,6.6
2009-11-29,Delhi,28.61,77.23,16.8,51,991.9,7.8
2009-11-30,Delhi,28.61,77.23,17.8,54,991.7,5.2
2009-12-01,Delhi,28.61,77.23,17.8,58,991.7,5.6
2009-12-02,Delhi,28.61,77.23,18.7,56,991.8,7.5
2009-12-03,Delhi,28.61,77.23,18.5,60,991.0,6.9
2009-12-04,Delhi,28.61,77.23,19.0,56,990.1,4.9
2009-12-05,Delhi,28.61,77.23,19.1,60,988.6,6.2
2009-12-06,Delhi,28.61,77.23,19.4,62,988.2,5.4
2009-12-07,Delhi,28.61,77.23,18.6,56,989.0,7.8
2009-12-08,Delhi,28.61,77.23,16.7,49,989.5,8.6
2009-12-09,Delhi,28.61,77.23,16.9,55,989.7,5.3
2009-12-10,Delhi,28.61,77.23,18.5,60,989.4,5.9
2009-12-11,Delhi,28.61,77.23,18.9,51,989.4,9.7
2009-12-12,Delhi,28.61,77.23,18.2,55,989.2,9.8
2009-12-13,Delhi,28.61,77.23,17.7,52,990.5,7.1
2009-12-14,Delhi,28.61,77.23,17.0,55,991.2,6.9
2009-12-15,Delhi,28.61,77.23,17.3,64,992.2,5.0
2009-12-16,Delhi,28.61,77.23,17.2,65,991.8,6.6
2009-12-17,Delhi,28.61,77.23,16.9,59,991.9,6.9
2009-12-18,Delhi,28.61,77.23,16.2,58,993.1,8.3
2009-12-19,Delhi,28.61,77.23,15.3,53,994.4,8.8
2009-12-20,Delhi,28.61,77.23,14.8,58,995.0,9.1
2009-12-21,Delhi,28.61,77.23,14.4,58,994.9,9.4
2009-12-22,Delhi,28.61,77.23,14.6,52,993.0,10.5
2009-12-23,Delhi,28.61,77.23,14.9,51,991.9,9.8
2009-12-24,Delhi,28.61,77.23,14.9,58,991.7,9.3
2009-12-25,Delhi,28.61,77.23,14.6,59,989.7,11.1
2009-12-26,Delhi,28.61,77.23,14.1,61,989.1,7.4
2009-12-27,Delhi,28.61,77.23,14.6,58,989.2,4.8
2009-12-28,Delhi,28.61,77.23,14.8,61,989.4,5.4
2009-12-29,Delhi,28.61,77.23,14.3,64,988.6,7.3
2009-12-30,Delhi,28.61,77.23,13.7,66,989.0,8.4
2009-12-31,Delhi,28.61,77.23,13.9,63,990.2,9.1
2010-01-01,Delhi,28.61,77.23,14.8,67,990.9,9.3
2010-01-02,Delhi,28.61,77.23,14.6,71,993.2,3.9
2010-01-03,Delhi,28.61,77.23,13.9,81,992.8,6.8
2010-01-04,Delhi,28.61,77.23,12.6,85,991.5,16.5
2010-01-05,Delhi,28.61,77.23,13.7,77,988.4,14.4
2010-01-06,Delhi,28.61,77.23,13.7,82,990.0,6.9
2010-01-07,Delhi,28.61,77.23,13.4,80,991.8,3.8
2010-01-08,Delhi,28.61,77.23,13.3,82,991.4,5.7
2010-01-09,Delhi,28.61,77.23,12.9,83,991.1,8.2
2010-01-10,Delhi,28.61,77.23,12.9,82,991.9,7.7
2010-01-11,Delhi,28.61,77.23,12.9,77,992.1,9.1
2010-01-12,Delhi,28.61,77.23,12.8,74,990.9,5.4
2010-01-13,Delhi,28.61,77.23,13.8,77,991.6,6.6
2010-01-14,Delhi,28.61,77.23,13.3,79,996.1,10.1
2010-01-15,Delhi,28.61,77.23,14.1,74,996.1,11.0
2010-01-16,Delhi,28.61,77.23,14.0,75,996.4,10.0
2010-01-17,Delhi,28.61,77.23,13.3,81,996.1,6.4
2010-01-18,Delhi,28.61,77.23,12.6,84,994.7,7.4
2010-01-19,Delhi,28.61,77.23,12.5,86,992.8,8.1
2010-01-20,Delhi,28.61,77.23,12.4,90,993.8,7.1
2010-01-21,Delhi,28.61,77.23,12.8,90,992.8,8.1
2010-01-22,Delhi,28.61,77.23,13.8,87,991.3,6.2
2010-01-23,Delhi,28.61,77.23,14.4,86,991.3,5.1
2010-01-24,Delhi,28.61,77.23,15.8,83,989.7,6.7
2010-01-25,Delhi,28.61,77.23,17.1,81,991.3,4.5
2010-01-26,Delhi,28.61,77.23,16.8,81,992.2,7.9
2010-01-27,Delhi,28.61,77.23,17.0,75,991.7,7.7
2010-01-28,Delhi,28.61,77.23,18.0,69,991.2,7.2
2010-01-29,Delhi,28.61,77.23,18.5,65,990.9,6.8
2010-01-30,Delhi,28.61,77.23,17.0,64,991.5,10.9
2010-01-31,Delhi,28.61,77.23,15.6,63,991.1,8.9
2010-02-01,Delhi,28.61,77.23,15.7,63,990.9,6.6
2010-02-02,Delhi,28.61,77.23,15.8,64,990.6,8.3
2010-02-03,Delhi,28.61,77.23,15.8,60,990.9,9.3
2010-02-04,Delhi,28.61,77.23,16.6,52,991.0,10.4
2010-02-05,Delhi,28.61,77.23,17.9,53,991.1,10.9
2010-02-06,Delhi,28.61,77.23,19.3,55,990.8,9.0
2010-02-07,Delhi,28.61,77.23,20.5,55,990.8,5.1
2010-02-08,Delhi,28.61,77.23,19.9,62,986.3,9.2
2010-02-09,Delhi,28.61,77.23,17.8,69,985.0,13.0
2010-02-10,Delhi,28.61,77.23,17.0,80,990.2,8.2
2010-02-11,Delhi,28.61,77.23,16.3,72,992.0,7.1
2010-02-12,Delhi,28.61,77.23,16.7,69,991.6,5.5
2010-02-13,Delhi,28.61,77.23,17.1,72,990.5,7.1
2010-02-14,Delhi,28.61,77.23,16.4,64,988.7,9.3
