date,state_code,state_name,actual,normal,deviation,rainfall_1day,rainfall_3day,rainfall_7day
2009-01-07,28,Andhra Pradesh,0.0,0.06,-100.0,0.0,0.0,0.02
2009-01-08,28,Andhra Pradesh,0.11,0.05,120.0,0.11,0.11,0.13
2009-01-09,28,Andhra Pradesh,0.17,0.06,183.33,0.17,0.28,0.30000000000000004
2009-01-10,28,Andhra Pradesh,0.01,0.24,-95.83,0.01,0.29,0.29
2009-01-11,28,Andhra Pradesh,0.01,0.27,-96.3,0.01,0.19,0.3
2009-01-12,28,Andhra Pradesh,0.0,0.27,-100.0,0.0,0.019999999999999973,0.3
2009-01-13,28,Andhra Pradesh,0.0,0.29,-100.0,0.0,0.009999999999999972,0.3
2009-01-14,28,Andhra Pradesh,0.02,0.33,-93.94,0.02,0.019999999999999973,0.32
2009-01-15,28,Andhra Pradesh,0.01,0.39,-97.44,0.01,0.02999999999999997,0.22
2009-01-16,28,Andhra Pradesh,0.0,0.43,-100.0,0.0,0.02999999999999997,0.05
2009-01-17,28,Andhra Pradesh,0.0,0.03,-100.0,0.0,0.009999999999999972,0.04
2009-01-18,28,Andhra Pradesh,0.0,0.07,-100.0,0.0,0.0,0.03
2009-01-19,28,Andhra Pradesh,0.0,0.12,-100.0,0.0,0.0,0.03
2009-01-20,28,Andhra Pradesh,0.0,0.07,-100.0,0.0,0.0,0.03
2009-01-21,28,Andhra Pradesh,0.0,0.03,-100.0,0.0,0.0,0.01
2009-01-22,28,Andhra Pradesh,0.0,0.03,-100.0,0.0,0.0,0.0
2009-01-23,28,Andhra Pradesh,0.0,0.08,-100.0,0.0,0.0,0.0
2009-01-24,28,Andhra Pradesh,0.0,0.11,-100.0,0.0,0.0,0.0
2009-01-25,28,Andhra Pradesh,0.0,0.04,-100.0,0.0,0.0,0.0
2009-01-26,28,Andhra Pradesh,0.0,0.03,-100.0,0.0,0.0,0.0
2009-01-27,28,Andhra Pradesh,0.0,0.09,-100.0,0.0,0.0,0.0
2009-01-28,28,Andhra Pradesh,0.0,0.19,-100.0,0.0,0.0,0.0
2009-01-29,28,Andhra Pradesh,0.0,0.08,-100.0,0.0,0.0,0.0
2009-01-30,28,Andhra Pradesh,0.0,0.15,-100.0,0.0,0.0,0.0
2009-01-31,28,Andhra Pradesh,0.0,0.31,-100.0,0.0,0.0,0.0
2009-02-01,28,Andhra Pradesh,0.0,0.3,-100.0,0.0,0.0,0.0
2009-02-02,28,Andhra Pradesh,0.0,0.16,-100.0,0.0,0.0,0.0
2009-02-03,28,Andhra Pradesh,0.0,0.13,-100.0,0.0,0.0,0.0
2009-02-04,28,Andhra Pradesh,0.0,0.07,-100.0,0.0,0.0,0.0
2009-02-05,28,Andhra Pradesh,0.0,0.03,-100.0,0.0,0.0,0.0
2009-02-06,28,Andhra Pradesh,0.0,0.1,-100.0,0.0,0.0,0.0
2009-02-07,28,Andhra Pradesh,0.0,0.1,-100.0,0.0,0.0,0.0
2009-02-08,28,Andhra Pradesh,0.0,0.17,-100.0,0.0,0.0,0.0
2009-02-09,28,Andhra Pradesh,0.0,0.13,-100.0,0.0,0.0,0.0
2009-02-10,28,Andhra Pradesh,0.02,0.07,-71.43,0.02,0.019999999999999973,0.02
2009-02-11,28,Andhra Pradesh,0.0,0.1,-100.0,0.0,0.019999999999999973,0.02
2009-02-12,28,Andhra Pradesh,0.0,0.13,-100.0,0.0,0.019999999999999973,0.02
2009-02-13,28,Andhra Pradesh,0.0,0.16,-100.0,0.0,0.0,0.02
2009-02-14,28,Andhra Pradesh,0.0,0.62,-100.0,0.0,0.0,0.02
2009-02-15,28,Andhra Pradesh,0.0,0.3,-100.0,0.0,0.0,0.02
2009-02-16,28,Andhra Pradesh,0.0,0.4,-100.0,0.0,0.0,0.02
2009-02-17,28,Andhra Pradesh,0.0,0.34,-100.0,0.0,0.0,0.0
2009-02-18,28,Andhra Pradesh,0.0,0.31,-100.0,0.0,0.0,0.0
2009-02-19,28,Andhra Pradesh,0.0,0.36,-100.0,0.0,0.0,0.0
2009-02-20,28,Andhra Pradesh,0.0,0.44,-100.0,0.0,0.0,0.0
2009-02-21,28,Andhra Pradesh,0.0,0.39,-100.0,0.0,0.0,0.0
2009-02-22,28,Andhra Pradesh,0.0,0.3,-100.0,0.0,0.0,0.0
2009-02-23,28,Andhra Pradesh,0.0,0.33,-100.0,0.0,0.0,0.0
2009-02-24,28,Andhra Pradesh,0.0,0.35,-100.0,0.0,0.0,0.0
2009-02-25,28,Andhra Pradesh,0.0,0.2,-100.0,0.0,0.0,0.0
2009-02-26,28,Andhra Pradesh,0.0,0.19,-100.0,0.0,0.0,0.0
2009-02-27,28,Andhra Pradesh,0.0,0.09,-100.0,0.0,0.0,0.0
2009-02-28,28,Andhra Pradesh,0.0,0.16,-100.0,0.0,0.0,0.0
2009-03-01,28,Andhra Pradesh,0.0,0.1,-100.0,0.0,0.0,0.0
2009-03-02,28,Andhra Pradesh,0.0,0.1,-100.0,0.0,0.0,0.0
2009-03-03,28,Andhra Pradesh,0.0,0.15,-100.0,0.0,0.0,0.0
2009-03-04,28,Andhra Pradesh,0.0,0.27,-100.0,0.0,0.0,0.0
2009-03-05,28,Andhra Pradesh,0.0,0.66,-100.0,0.0,0.0,0.0
2009-03-06,28,Andhra Pradesh,0.0,1.0,-100.0,0.0,0.0,0.0
2009-03-07,28,Andhra Pradesh,0.0,0.43,-100.0,0.0,0.0,0.0
2009-03-08,28,Andhra Pradesh,0.0,0.43,-100.0,0.0,0.0,0.0
2009-03-09,28,Andhra Pradesh,0.0,0.29,-100.0,0.0,0.0,0.0
2009-03-10,28,Andhra Pradesh,0.09,0.2,-55.0,0.09,0.08999999999999997,0.09
2009-03-11,28,Andhra Pradesh,0.06,0.59,-89.83,0.06,0.14999999999999997,0.15
2009-03-12,28,Andhra Pradesh,0.25,0.25,0.0,0.25,0.39999999999999997,0.4
2009-03-13,28,Andhra Pradesh,0.03,0.27,-88.89,0.03,0.33999999999999997,0.43000000000000005
2009-03-14,28,Andhra Pradesh,0.0,0.37,-100.0,0.0,0.28,0.43000000000000005
2009-03-15,28,Andhra Pradesh,0.03,0.09,-66.67,0.03,0.06,0.46
2009-03-16,28,Andhra Pradesh,0.43,0.16,168.75,0.43,0.45999999999999996,0.89
2009-03-17,28,Andhra Pradesh,0.0,0.05,-100.0,0.0,0.46,0.8
2009-03-18,28,Andhra Pradesh,0.0,0.16,-100.0,0.0,0.43000000000000005,0.74
2009-03-19,28,Andhra Pradesh,0.0,0.41,-100.0,0.0,0.0,0.49
2009-03-20,28,Andhra Pradesh,0.05,0.19,-73.68,0.05,0.05,0.51
2009-03-21,28,Andhra Pradesh,0.1,0.19,-47.37,0.1,0.15000000000000002,0.61
2009-03-22,28,Andhra Pradesh,1.09,0.21,419.05,1.09,1.2400000000000002,1.67
2009-03-23,28,Andhra Pradesh,0.77,0.23,234.78,0.77,1.96,2.0100000000000002
2009-03-24,28,Andhra Pradesh,0.34,0.29,17.24,0.34,2.2,2.35
2009-03-25,28,Andhra Pradesh,0.29,0.41,-29.27,0.29,1.4,2.64
2009-03-26,28,Andhra Pradesh,0.24,0.46,-47.83,0.24,0.87,2.8800000000000003
2009-03-27,28,Andhra Pradesh,0.0,0.4,-100.0,0.0,0.53,2.8300000000000005
2009-03-28,28,Andhra Pradesh,0.07,0.33,-78.79,0.07,0.31,2.8000000000000003
2009-03-29,28,Andhra Pradesh,0.0,0.47,-100.0,0.0,0.07,1.7100000000000002
2009-03-30,28,Andhra Pradesh,0.02,0.41,-95.12,0.02,0.09000000000000001,0.9600000000000002
2009-03-31,28,Andhra Pradesh,0.14,0.39,-64.1,0.14,0.16000000000000003,0.7600000000000001
2009-04-01,28,Andhra Pradesh,0.07,0.48,-85.42,0.07,0.23000000000000004,0.5400000000000003
2009-04-02,28,Andhra Pradesh,0.0,0.35,-100.0,0.0,0.21000000000000005,0.30000000000000027
2009-04-03,28,Andhra Pradesh,0.0,0.31,-100.0,0.0,0.07000000000000003,0.30000000000000027
2009-04-04,28,Andhra Pradesh,0.01,0.48,-97.92,0.01,0.010000000000000028,0.24000000000000024
2009-04-05,28,Andhra Pradesh,0.0,0.34,-100.0,0.0,0.010000000000000028,0.24000000000000024
2009-04-06,28,Andhra Pradesh,0.0,0.64,-100.0,0.0,0.010000000000000028,0.22000000000000025
2009-04-07,28,Andhra Pradesh,0.0,0.32,-100.0,0.0,0.0,0.08000000000000022
2009-04-08,28,Andhra Pradesh,0.05,0.31,-83.87,0.05,0.05000000000000003,0.06000000000000023
2009-04-09,28,Andhra Pradesh,0.03,0.63,-95.24,0.03,0.08000000000000003,0.09000000000000022
2009-04-10,28,Andhra Pradesh,0.0,0.42,-100.0,0.0,0.08000000000000003,0.09000000000000022
2009-04-11,28,Andhra Pradesh,0.0,0.32,-100.0,0.0,0.030000000000000027,0.08000000000000024
2009-04-12,28,Andhra Pradesh,0.0,0.54,-100.0,0.0,0.0,0.08000000000000024
2009-04-13,28,Andhra Pradesh,0.0,0.59,-100.0,0.0,0.0,0.08000000000000024
2009-04-14,28,Andhra Pradesh,0.0,0.71,-100.0,0.0,0.0,0.08000000000000024
2009-04-15,28,Andhra Pradesh,0.0,0.33,-100.0,0.0,0.0,0.03000000000000022
2009-04-16,28,Andhra Pradesh,0.0,0.6,-100.0,0.0,0.0,0.0
2009-04-17,28,Andhra Pradesh,0.0,0.88,-100.0,0.0,0.0,0.0
2009-04-18,28,Andhra Pradesh,0.0,0.86,-100.0,0.0,0.0,0.0
2009-04-19,28,Andhra Pradesh,0.0,0.92,-100.0,0.0,0.0,0.0
2009-04-20,28,Andhra Pradesh,1.1,1.07,2.8,1.1,1.1,1.1000000000000003
2009-04-21,28,Andhra Pradesh,0.98,1.11,-11.71,0.98,2.08,2.08
2009-04-22,28,Andhra Pradesh,0.67,1.27,-47.24,0.67,2.75,2.7500000000000004
2009-04-23,28,Andhra Pradesh,0.44,0.88,-50.0,0.44,2.09,3.1900000000000004
2009-04-24,28,Andhra Pradesh,0.25,0.79,-68.35,0.25,1.36,3.4400000000000004
2009-04-25,28,Andhra Pradesh,0.19,0.92,-79.35,0.19,0.88,3.6300000000000003
2009-04-26,28,Andhra Pradesh,0.15,0.79,-81.01,0.15,0.59,3.7800000000000002
2009-04-27,28,Andhra Pradesh,0.0,0.86,-100.0,0.0,0.33999999999999997,2.68
2009-04-28,28,Andhra Pradesh,0.25,0.73,-65.75,0.25,0.39999999999999997,1.9500000000000002
2009-04-29,28,Andhra Pradesh,0.09,0.63,-85.71,0.09,0.33999999999999997,1.3700000000000003
2009-04-30,28,Andhra Pradesh,0.0,1.23,-100.0,0.0,0.33999999999999997,0.9300000000000002
2009-05-01,28,Andhra Pradesh,0.04,1.19,-96.64,0.04,0.12999999999999998,0.7200000000000002
2009-05-02,28,Andhra Pradesh,0.04,1.19,-96.64,0.04,0.07999999999999997,0.5700000000000003
2009-05-03,28,Andhra Pradesh,0.87,1.1,-20.91,0.87,0.95,1.2900000000000003
2009-05-04,28,Andhra Pradesh,0.3,1.14,-73.68,0.3,1.21,1.5900000000000003
2009-05-05,28,Andhra Pradesh,13.79,0.93,1382.8,13.79,14.959999999999999,15.129999999999999
2009-05-06,28,Andhra Pradesh,0.2,0.79,-74.68,0.2,14.29,15.239999999999998
2009-05-07,28,Andhra Pradesh,0.22,1.08,-79.63,0.22,14.209999999999999,15.459999999999999
2009-05-08,28,Andhra Pradesh,0.63,1.29,-51.16,0.63,1.05,16.049999999999997
2009-05-09,28,Andhra Pradesh,0.17,1.48,-88.51,0.17,1.02,16.18
2009-05-10,28,Andhra Pradesh,1.38,2.49,-44.58,1.38,2.1799999999999997,16.69
2009-05-11,28,Andhra Pradesh,0.04,1.82,-97.8,0.04,1.5899999999999999,16.43
2009-05-12,28,Andhra Pradesh,0.0,2.02,-100.0,0.0,1.4199999999999997,2.6399999999999997
2009-05-13,28,Andhra Pradesh,0.16,2.71,-94.1,0.16,0.1999999999999998,2.5999999999999996
2009-05-14,28,Andhra Pradesh,0.04,2.02,-98.02,0.04,0.1999999999999998,2.42
2009-05-15,28,Andhra Pradesh,3.61,1.14,216.67,3.61,3.8099999999999996,5.3999999999999995
2009-05-16,28,Andhra Pradesh,1.12,1.52,-26.32,1.12,4.77,6.35
2009-05-17,28,Andhra Pradesh,0.08,2.25,-96.44,0.08,4.81,5.05
2009-05-18,28,Andhra Pradesh,0.58,2.8,-79.29,0.58,1.7799999999999996,5.59
2009-05-19,28,Andhra Pradesh,1.05,2.72,-61.4,1.05,1.7099999999999995,6.640000000000001
2009-05-20,28,Andhra Pradesh,4.24,2.45,73.06,4.24,5.869999999999999,10.72
2009-05-21,28,Andhra Pradesh,0.73,2.49,-70.68,0.73,6.02,11.410000000000002
2009-05-22,28,Andhra Pradesh,14.4,2.84,407.04,14.4,19.37,22.200000000000003
2009-05-23,28,Andhra Pradesh,0.01,2.82,-99.65,0.01,15.139999999999999,21.09
2009-05-24,28,Andhra Pradesh,10.86,2.18,398.17,10.86,25.269999999999996,31.87
2009-05-25,28,Andhra Pradesh,0.3,1.79,-83.24,0.3,11.169999999999998,31.59
2009-05-26,28,Andhra Pradesh,0.0,1.81,-100.0,0.0,11.159999999999998,30.540000000000003
2009-05-27,28,Andhra Pradesh,0.05,2.02,-97.52,0.05,0.3499999999999982,26.35
2009-05-28,28,Andhra Pradesh,1.04,1.92,-45.83,1.04,1.0899999999999983,26.66
2009-05-29,28,Andhra Pradesh,8.26,1.8,358.89,8.26,9.349999999999998,20.52
2009-05-30,28,Andhra Pradesh,1.84,1.52,21.05,1.84,11.139999999999997,22.349999999999998
2009-05-31,28,Andhra Pradesh,2.01,1.79,12.29,2.01,12.109999999999998,13.5
2009-06-01,28,Andhra Pradesh,5.99,2.39,150.63,5.99,9.839999999999998,19.189999999999998
2009-06-02,28,Andhra Pradesh,0.13,2.53,-94.86,0.13,8.129999999999999,19.32
2009-06-03,28,Andhra Pradesh,1.16,3.13,-62.94,1.16,7.2799999999999985,20.43
2009-06-04,28,Andhra Pradesh,1.88,2.37,-20.68,1.88,3.169999999999998,21.27
2009-06-05,28,Andhra Pradesh,2.18,2.71,-19.56,2.18,5.219999999999999,15.19
2009-06-06,28,Andhra Pradesh,3.64,2.63,38.4,3.64,7.699999999999998,16.990000000000002
2009-06-07,28,Andhra Pradesh,1.33,2.42,-45.04,1.33,7.149999999999999,16.310000000000002
2009-06-08,28,Andhra Pradesh,1.45,2.17,-33.18,1.45,6.419999999999999,11.77
2009-06-09,28,Andhra Pradesh,0.28,2.15,-86.98,0.28,3.0599999999999983,11.92
2009-06-10,28,Andhra Pradesh,0.83,2.15,-61.4,0.83,2.5599999999999983,11.590000000000002
2009-06-11,28,Andhra Pradesh,5.21,2.06,152.91,5.21,6.3199999999999985,14.92
2009-06-12,28,Andhra Pradesh,6.46,2.67,141.95,6.46,12.499999999999998,19.2
2009-06-13,28,Andhra Pradesh,14.45,2.19,559.82,14.45,26.119999999999997,30.009999999999998
2009-06-14,28,Andhra Pradesh,0.65,2.96,-78.04,0.65,21.559999999999995,29.33
2009-06-15,28,Andhra Pradesh,2.16,2.89,-25.26,2.16,17.259999999999998,30.039999999999996
2009-06-16,28,Andhra Pradesh,4.09,2.7,51.48,4.09,6.899999999999999,33.85
2009-06-17,28,Andhra Pradesh,1.82,3.05,-40.33,1.82,8.069999999999999,34.84
2009-06-18,28,Andhra Pradesh,7.83,2.06,280.1,7.83,13.739999999999998,37.46
2009-06-19,28,Andhra Pradesh,2.15,2.41,-10.79,2.15,11.799999999999999,33.15
2009-06-20,28,Andhra Pradesh,3.45,2.43,41.98,3.45,13.429999999999998,22.150000000000002
2009-06-21,28,Andhra Pradesh,8.89,2.86,210.84,8.89,14.489999999999998,30.39
2009-06-22,28,Andhra Pradesh,0.58,2.91,-80.07,0.58,12.919999999999998,28.810000000000002
2009-06-23,28,Andhra Pradesh,1.12,3.18,-64.78,1.12,10.59,25.84
2009-06-24,28,Andhra Pradesh,0.0,3.42,-100.0,0.0,1.6999999999999984,24.020000000000003
2009-06-25,28,Andhra Pradesh,5.34,3.17,68.45,5.34,6.459999999999998,21.53
2009-06-26,28,Andhra Pradesh,0.58,4.14,-85.99,0.58,5.919999999999998,19.96
2009-06-27,28,Andhra Pradesh,3.22,3.69,-12.74,3.22,9.139999999999999,19.73
2009-06-28,28,Andhra Pradesh,7.73,2.78,178.06,7.73,11.53,18.57
2009-06-29,28,Andhra Pradesh,1.15,2.8,-58.93,1.15,12.1,19.14
2009-06-30,28,Andhra Pradesh,4.31,3.62,19.06,4.31,13.189999999999998,22.33
2009-07-01,28,Andhra Pradesh,5.77,3.85,49.87,5.77,11.229999999999997,28.1
2009-07-02,28,Andhra Pradesh,3.7,3.58,3.35,3.7,13.779999999999998,26.46
2009-07-03,28,Andhra Pradesh,2.01,3.42,-41.23,2.01,11.479999999999997,27.889999999999997
2009-07-04,28,Andhra Pradesh,1.17,3.99,-70.68,1.17,6.879999999999998,25.84
2009-07-05,28,Andhra Pradesh,5.95,4.27,39.34,5.95,9.129999999999999,24.06
2009-07-06,28,Andhra Pradesh,2.21,4.63,-52.27,2.21,9.329999999999998,25.12
2009-07-07,28,Andhra Pradesh,2.2,4.33,-49.19,2.2,10.36,23.01
2009-07-08,28,Andhra Pradesh,1.85,3.33,-44.44,1.85,6.259999999999998,19.090000000000003
2009-07-09,28,Andhra Pradesh,2.61,3.41,-23.46,2.61,6.659999999999998,18.0
2009-07-10,28,Andhra Pradesh,2.01,2.86,-29.72,2.01,6.469999999999998,18.0
2009-07-11,28,Andhra Pradesh,0.21,3.55,-94.08,0.21,4.829999999999997,17.04
2009-07-12,28,Andhra Pradesh,0.82,4.68,-82.48,0.82,3.039999999999998,11.91
2009-07-13,28,Andhra Pradesh,1.88,3.24,-41.98,1.88,2.909999999999998,11.579999999999998
2009-07-14,28,Andhra Pradesh,5.55,3.35,65.67,5.55,8.249999999999998,14.93
2009-07-15,28,Andhra Pradesh,5.94,3.46,71.68,5.94,13.369999999999997,19.02
2009-07-16,28,Andhra Pradesh,2.03,4.06,-50.0,2.03,13.519999999999998,18.44
2009-07-17,28,Andhra Pradesh,0.79,4.02,-80.35,0.79,8.759999999999998,17.22
2009-07-18,28,Andhra Pradesh,0.47,4.38,-89.27,0.47,3.2899999999999974,17.479999999999997
2009-07-19,28,Andhra Pradesh,2.07,3.97,-47.86,2.07,3.329999999999997,18.73
2009-07-20,28,Andhra Pradesh,6.12,3.79,61.48,6.12,8.659999999999997,22.97
2009-07-21,28,Andhra Pradesh,1.87,4.61,-59.44,1.87,10.059999999999997,19.290000000000003
2009-07-22,28,Andhra Pradesh,2.18,5.52,-60.51,2.18,10.169999999999998,15.530000000000001
2009-07-23,28,Andhra Pradesh,0.08,5.9,-98.64,0.08,4.129999999999997,13.58
2009-07-24,28,Andhra Pradesh,0.03,6.42,-99.53,0.03,2.2899999999999974,12.82
2009-07-25,28,Andhra Pradesh,0.0,5.95,-100.0,0.0,0.10999999999999734,12.35
2009-07-26,28,Andhra Pradesh,0.13,4.01,-96.76,0.13,0.15999999999999734,10.410000000000002
2009-07-27,28,Andhra Pradesh,1.2,3.91,-69.31,1.2,1.3299999999999974,5.49
2009-07-28,28,Andhra Pradesh,0.59,4.63,-87.26,0.59,1.9199999999999973,4.21
2009-07-29,28,Andhra Pradesh,0.97,3.91,-75.19,0.97,2.759999999999997,3.0
2009-07-30,28,Andhra Pradesh,3.52,4.44,-20.72,3.52,5.0799999999999965,6.4399999999999995
2009-07-31,28,Andhra Pradesh,2.29,4.98,-54.02,2.29,6.779999999999998,8.7
2009-08-01,28,Andhra Pradesh,2.61,4.26,-38.73,2.61,8.419999999999998,11.309999999999999
2009-08-02,28,Andhra Pradesh,0.08,3.27,-97.55,0.08,4.979999999999997,11.26
2009-08-03,28,Andhra Pradesh,0.34,3.49,-90.26,0.34,3.0299999999999967,10.4
2009-08-04,28,Andhra Pradesh,0.36,3.79,-90.5,0.36,0.7799999999999969,10.17
2009-08-05,28,Andhra Pradesh,1.49,3.98,-62.56,1.49,2.189999999999997,10.690000000000001
2009-08-06,28,Andhra Pradesh,0.2,3.64,-94.51,0.2,2.049999999999997,7.369999999999999
2009-08-07,28,Andhra Pradesh,0.23,3.73,-93.83,0.23,1.919999999999997,5.3100000000000005
2009-08-08,28,Andhra Pradesh,0.21,4.3,-95.12,0.21,0.6399999999999969,2.91
2009-08-09,28,Andhra Pradesh,1.18,4.68,-74.79,1.18,1.6199999999999968,4.01
2009-08-10,28,Andhra Pradesh,1.7,3.97,-57.18,1.7,3.0899999999999967,5.37
2009-08-11,28,Andhra Pradesh,3.78,3.9,-3.08,3.78,6.659999999999997,8.79
2009-08-12,28,Andhra Pradesh,2.36,5.01,-52.89,2.36,7.839999999999996,9.659999999999998
2009-08-13,28,Andhra Pradesh,1.47,4.76,-69.12,1.47,7.609999999999997,10.93
2009-08-14,28,Andhra Pradesh,1.34,4.54,-70.48,1.34,5.169999999999996,12.04
2009-08-15,28,Andhra Pradesh,22.01,4.25,417.88,22.01,24.819999999999997,33.84
2009-08-16,28,Andhra Pradesh,11.6,4.21,175.53,11.6,34.949999999999996,44.26
2009-08-17,28,Andhra Pradesh,5.28,3.84,37.5,5.28,38.88999999999999,47.839999999999996
2009-08-18,28,Andhra Pradesh,8.4,3.47,142.07,8.4,25.279999999999998,52.46000000000001
2009-08-19,28,Andhra Pradesh,0.62,3.33,-81.38,0.62,14.299999999999997,50.72
2009-08-20,28,Andhra Pradesh,1.55,3.53,-56.09,1.55,10.569999999999997,50.8
2009-08-21,28,Andhra Pradesh,4.57,5.66,-19.26,4.57,6.739999999999998,54.03
2009-08-22,28,Andhra Pradesh,12.54,4.88,156.97,12.54,18.659999999999997,44.559999999999995
2009-08-23,28,Andhra Pradesh,8.47,4.33,95.61,8.47,25.58,41.42999999999999
2009-08-24,28,Andhra Pradesh,6.16,3.1,98.71,6.16,27.169999999999995,42.309999999999995
2009-08-25,28,Andhra Pradesh,7.94,3.9,103.59,7.94,22.569999999999997,41.849999999999994
2009-08-26,28,Andhra Pradesh,5.23,4.9,6.73,5.23,19.33,46.46
2009-08-27,28,Andhra Pradesh,1.99,5.25,-62.1,1.99,15.159999999999997,46.9
2009-08-28,28,Andhra Pradesh,1.03,4.39,-76.54,1.03,8.249999999999996,43.35999999999999
2009-08-29,28,Andhra Pradesh,0.15,4.98,-96.99,0.15,3.1699999999999964,30.969999999999995
2009-08-30,28,Andhra Pradesh,0.98,4.23,-76.83,0.98,2.1599999999999966,23.479999999999997
2009-08-31,28,Andhra Pradesh,22.7,4.09,455.01,22.7,23.829999999999995,40.019999999999996
2009-09-01,28,Andhra Pradesh,17.92,4.14,332.85,17.92,41.599999999999994,50.0
2009-09-02,28,Andhra Pradesh,11.13,4.34,156.45,11.13,51.74999999999999,55.9
2009-09-03,28,Andhra Pradesh,7.34,4.31,70.3,7.34,36.39,61.24999999999999
2009-09-04,28,Andhra Pradesh,4.11,4.06,1.23,4.11,22.58,64.33
2009-09-05,28,Andhra Pradesh,0.8,3.75,-78.67,0.8,12.249999999999996,64.97999999999999
2009-09-06,28,Andhra Pradesh,1.25,3.41,-63.34,1.25,6.159999999999997,65.25
2009-09-07,28,Andhra Pradesh,0.74,4.59,-83.88,0.74,2.7899999999999965,43.28999999999999
2009-09-08,28,Andhra Pradesh,0.2,4.49,-95.55,0.2,2.1899999999999964,25.569999999999997
2009-09-09,28,Andhra Pradesh,0.58,4.59,-87.36,0.58,1.5199999999999965,15.019999999999996
2009-09-10,28,Andhra Pradesh,0.13,4.89,-97.34,0.13,0.9099999999999965,7.809999999999997
2009-09-11,28,Andhra Pradesh,1.74,4.83,-63.98,1.74,2.4499999999999966,5.439999999999996
2009-09-12,28,Andhra Pradesh,1.74,3.75,-53.6,1.74,3.6099999999999968,6.379999999999996
2009-09-13,28,Andhra Pradesh,2.08,3.37,-38.28,2.08,5.559999999999997,7.209999999999996
2009-09-14,28,Andhra Pradesh,11.81,3.01,292.36,11.81,15.629999999999997,18.279999999999998
2009-09-15,28,Andhra Pradesh,6.34,4.7,34.89,6.34,20.229999999999997,24.419999999999995
2009-09-16,28,Andhra Pradesh,2.66,4.63,-42.55,2.66,20.81,26.499999999999993
2009-09-17,28,Andhra Pradesh,0.83,5.37,-84.54,0.83,9.829999999999997,27.199999999999996
2009-09-18,28,Andhra Pradesh,1.34,6.53,-79.48,1.34,4.8299999999999965,26.799999999999997
2009-09-19,28,Andhra Pradesh,3.09,7.12,-56.6,3.09,5.259999999999996,28.149999999999995
2009-09-20,28,Andhra Pradesh,7.24,6.03,20.07,7.24,11.669999999999996,33.309999999999995
2009-09-21,28,Andhra Pradesh,5.65,5.98,-5.52,5.65,15.979999999999997,27.149999999999995
2009-09-22,28,Andhra Pradesh,5.44,6.61,-17.7,5.44,18.33,26.249999999999996
2009-09-23,28,Andhra Pradesh,4.28,6.16,-30.52,4.28,15.369999999999997,27.869999999999997
2009-09-24,28,Andhra Pradesh,7.19,5.37,33.89,7.19,16.909999999999997,34.23
2009-09-25,28,Andhra Pradesh,0.9,4.59,-80.39,0.9,12.369999999999996,33.78999999999999
2009-09-26,28,Andhra Pradesh,2.67,5.77,-53.73,2.67,10.759999999999996,33.37
2009-09-27,28,Andhra Pradesh,6.1,6.36,-4.09,6.1,9.669999999999995,32.23
2009-09-28,28,Andhra Pradesh,4.64,5.83,-20.41,4.64,13.409999999999995,31.219999999999995
2009-09-29,28,Andhra Pradesh,12.66,5.41,134.01,12.66,23.399999999999995,38.44
2009-09-30,28,Andhra Pradesh,17.55,5.37,226.82,17.55,34.849999999999994,51.709999999999994
2009-10-01,28,Andhra Pradesh,21.24,5.38,294.8,21.24,51.449999999999996,65.75999999999999
2009-10-02,28,Andhra Pradesh,17.65,5.87,200.68,17.65,56.43999999999999,82.50999999999999
2009-10-03,28,Andhra Pradesh,9.48,5.48,72.99,9.48,48.36999999999999,89.32
2009-10-04,28,Andhra Pradesh,2.82,4.99,-43.49,2.82,29.949999999999996,86.03999999999999
2009-10-05,28,Andhra Pradesh,0.33,6.23,-94.7,0.33,12.629999999999997,81.72999999999999
2009-10-06,28,Andhra Pradesh,1.01,6.46,-84.37,1.01,4.159999999999997,70.08
2009-10-07,28,Andhra Pradesh,0.18,7.72,-97.67,0.18,1.5199999999999965,52.709999999999994
2009-10-08,28,Andhra Pradesh,0.58,6.7,-91.34,0.58,1.7699999999999965,32.04999999999999
2009-10-09,28,Andhra Pradesh,0.48,5.47,-91.22,0.48,1.2399999999999964,14.879999999999994
2009-10-10,28,Andhra Pradesh,2.74,5.19,-47.21,2.74,3.7999999999999967,8.139999999999993
2009-10-11,28,Andhra Pradesh,2.74,4.92,-44.31,2.74,5.959999999999997,8.059999999999993
2009-10-12,28,Andhra Pradesh,1.95,3.17,-38.49,1.95,7.429999999999996,9.679999999999994
2009-10-13,28,Andhra Pradesh,1.05,3.07,-65.8,1.05,5.739999999999997,9.719999999999994
2009-10-14,28,Andhra Pradesh,1.83,2.64,-30.68,1.83,4.8299999999999965,11.369999999999992
2009-10-15,28,Andhra Pradesh,0.03,3.58,-99.16,0.03,2.909999999999996,10.819999999999993
2009-10-16,28,Andhra Pradesh,0.01,7.64,-99.87,0.01,1.8699999999999966,10.349999999999994
2009-10-17,28,Andhra Pradesh,0.0,7.97,-100.0,0.0,0.03999999999999645,7.609999999999993
2009-10-18,28,Andhra Pradesh,0.0,7.89,-100.0,0.0,0.009999999999996447,4.869999999999992
2009-10-19,28,Andhra Pradesh,0.06,5.94,-98.99,0.06,0.059999999999996445,2.9799999999999933
2009-10-20,28,Andhra Pradesh,0.0,4.65,-100.0,0.0,0.059999999999996445,1.929999999999993
